"ejercicio_fiscal","clave_de_entidad","entidad_federativa","nombre_principal","origen","peso_vivo_kilogramos","peso_desembarcado_kilogramos","valor_pesos"
2013,28,"TAMAULIPAS","ROBALO","CAPTURA",163370,161259,6880064
2013,28,"TAMAULIPAS","RONCO","CAPTURA",279090,278935,1591834
2013,28,"TAMAULIPAS","RUBIA Y VILLAJAIBA","CAPTURA",31162,31119,1210610
2013,28,"TAMAULIPAS","RUBIO","CAPTURA",67985,66477,1083106
2013,28,"TAMAULIPAS","SIERRA","CAPTURA",1260446,1259905,17012679
2013,28,"TAMAULIPAS","TIBURON","CAPTURA",528881,526824,8059608
2013,28,"TAMAULIPAS","TILAPIA","ACUACULTURA",3111074,2999341,38564538
2013,28,"TAMAULIPAS","TRUCHA","CAPTURA",751130,743711,14886325
2013,29,"TLAXCALA","BAGRE","ACUACULTURA",6,6,360
2013,29,"TLAXCALA","CARPA","ACUACULTURA",334492,334492,9802914
2013,29,"TLAXCALA","CHARAL","ACUACULTURA",6083,6083,179959
2013,29,"TLAXCALA","OTRAS","ACUACULTURA",33,33,73285
2013,29,"TLAXCALA","PECES DE ORNATO","ACUACULTURA",18,18,25040
2013,29,"TLAXCALA","TILAPIA","ACUACULTURA",21080,21080,1165793
2013,29,"TLAXCALA","TRUCHA","ACUACULTURA",1500,1500,105000
2013,30,"VERACRUZ","ALMEJA","CAPTURA",2409205,2329525,9605960
2013,30,"VERACRUZ","ANCHOVETA","CAPTURA",19592,19571,220615
2013,30,"VERACRUZ","ATUN","CAPTURA",1233647,1054111,56669044
2013,30,"VERACRUZ","BAGRE","CAPTURA",227535,227023,2570531
2013,30,"VERACRUZ","BANDERA","CAPTURA",284455,283428,3142580
2013,30,"VERACRUZ","BARRILETE","CAPTURA",7050,7050,144332
2013,30,"VERACRUZ","BERRUGATA","CAPTURA",81065,81065,487002
2013,30,"VERACRUZ","BESUGO","CAPTURA",186953,186870,4257629
2013,30,"VERACRUZ","BONITO","CAPTURA",299552,299549,2308871
2013,30,"VERACRUZ","CABRILLA","CAPTURA",8118,8100,110712
2013,30,"VERACRUZ","CALAMAR","CAPTURA",9530,9530,14699
2013,30,"VERACRUZ","CAMARON","ACUACULTURA",109272,109272,8082095
2013,30,"VERACRUZ","CAMARON","CAPTURA",1928756,1897652,139789806
2013,30,"VERACRUZ","CARACOL","CAPTURA",101060,94760,4545423
2013,30,"VERACRUZ","CARPA","CAPTURA",1385927,1385927,6990213
2013,30,"VERACRUZ","CAZON","CAPTURA",344494,341629,5634494
2013,30,"VERACRUZ","CINTILLA","CAPTURA",403555,403555,4246468
2013,30,"VERACRUZ","CORVINA","CAPTURA",50056,50056,563164
2013,30,"VERACRUZ","ESMEDREGAL","CAPTURA",233793,231898,6744870
2013,30,"VERACRUZ","FAUNA","CAPTURA",146747,146679,878738
2013,30,"VERACRUZ","GUACHINANGO","CAPTURA",321633,318811,18848956
2013,30,"VERACRUZ","JAIBA","CAPTURA",4104116,4097088,68978248
2013,30,"VERACRUZ","JUREL","CAPTURA",1913173,1912436,16331240
2013,30,"VERACRUZ","LANGOSTA","CAPTURA",2,2,194
2013,30,"VERACRUZ","LANGOSTINO","CAPTURA",1215848,1215848,77587624
2013,30,"VERACRUZ","LEBRANCHA","CAPTURA",2321077,2320758,17356667
2013,30,"VERACRUZ","LENGUADO","CAPTURA",12536,12510,76680
2013,30,"VERACRUZ","LISA","CAPTURA",415239,415157,6504205
2013,30,"VERACRUZ","LOBINA","CAPTURA",6923,6923,160636
2013,30,"VERACRUZ","MERO Y SIMILARES","CAPTURA",97924,97559,3278412
2013,30,"VERACRUZ","MOJARRA","ACUACULTURA",99223,99223,3214480
2013,30,"VERACRUZ","MOJARRA","CAPTURA",1199269,1199245,25575547
2013,30,"VERACRUZ","OSTION","ACUACULTURA",19422140,19376636,57368629
2013,30,"VERACRUZ","OTRAS","CAPTURA",7994028,8085323,146248928
2013,30,"VERACRUZ","OTRAS SIN REGISTRO OFICIAL","CAPTURA",2039201,2039201,40784000
2013,30,"VERACRUZ","PAMPANO","CAPTURA",77779,77779,3447548
2013,30,"VERACRUZ","PARGO","CAPTURA",199986,199045,5430840
2013,30,"VERACRUZ","PETO","CAPTURA",1010465,1010425,28019000
2013,30,"VERACRUZ","PULPO","CAPTURA",78016,78016,3263738
2013,30,"VERACRUZ","RAYA Y SIMILARES","CAPTURA",389735,352887,4144199
2013,30,"VERACRUZ","ROBALO","CAPTURA",1577267,1576021,83961913
2013,30,"VERACRUZ","RONCO","CAPTURA",479065,479065,3448533
2013,30,"VERACRUZ","RUBIA Y VILLAJAIBA","CAPTURA",52195,51924,1495763
2013,30,"VERACRUZ","RUBIO","CAPTURA",265565,265554,4859713
2013,30,"VERACRUZ","SARDINA","CAPTURA",17368,14973,43121
2013,30,"VERACRUZ","SIERRA","CAPTURA",1855999,1853989,43610504
2013,30,"VERACRUZ","TIBURON","CAPTURA",591236,563322,12021137
2013,30,"VERACRUZ","TILAPIA","ACUACULTURA",10183459,10183374,205997651
2013,30,"VERACRUZ","TRUCHA","ACUACULTURA",16979,16979,1206759
2013,30,"VERACRUZ","TRUCHA","CAPTURA",2203460,2200887,31994144
2013,31,"YUCATAN","ANCHOVETA","CAPTURA",55772,55580,314160
2013,31,"YUCATAN","ATUN","CAPTURA",44312,36926,1210420
2013,31,"YUCATAN","BAGRE","CAPTURA",47580,44563,241688
2013,31,"YUCATAN","BANDERA","CAPTURA",135300,123124,715554
2013,31,"YUCATAN","BERRUGATA","CAPTURA",48,44,220
2013,31,"YUCATAN","BESUGO","CAPTURA",39426,35840,656558
2013,31,"YUCATAN","BONITO","CAPTURA",95122,93263,430432
2013,31,"YUCATAN","CABRILLA","CAPTURA",5641,5129,80462
2013,31,"YUCATAN","CAMARON","ACUACULTURA",255838,255838,18813920
2013,31,"YUCATAN","CAMARON","CAPTURA",1080,900,72000
2013,31,"YUCATAN","CARACOL","CAPTURA",47956,47956,706495
2013,31,"YUCATAN","CAZON","CAPTURA",233676,212505,3096621
2013,31,"YUCATAN","CORVINA","CAPTURA",174327,158600,3043967
2013,31,"YUCATAN","ESMEDREGAL","CAPTURA",261620,238038,3770941
2013,31,"YUCATAN","GUACHINANGO","CAPTURA",477068,435851,11983827
2013,31,"YUCATAN","JAIBA","CAPTURA",11290,11290,52740
2013,31,"YUCATAN","JUREL","CAPTURA",330754,307545,1545889
2013,31,"YUCATAN","LANGOSTA","CAPTURA",466974,466974,76840286
2013,31,"YUCATAN","LISA","CAPTURA",39538,37847,165524
2013,31,"YUCATAN","MACARELA","CAPTURA",26,24,360
2013,31,"YUCATAN","MERO Y SIMILARES","CAPTURA",8506549,7810225,244005779
2013,31,"YUCATAN","MOJARRA","CAPTURA",131386,126547,1848188
2013,31,"YUCATAN","OTRAS","CAPTURA",2664500,2463484,54155148
2013,31,"YUCATAN","PAMPANO","CAPTURA",5891,5364,100373
2013,31,"YUCATAN","PARGO","CAPTURA",625693,571474,11908022
2013,31,"YUCATAN","PEPINO DE MAR","CAPTURA",2649202,2649202,64298075
2013,31,"YUCATAN","PETO","CAPTURA",399206,375405,8584967
2013,31,"YUCATAN","PIERNA","CAPTURA",3424,3112,31120
2013,31,"YUCATAN","PULPO","CAPTURA",14718895,13502233,347661091
2013,31,"YUCATAN","RAYA Y SIMILARES","CAPTURA",207865,158839,1208025
2013,31,"YUCATAN","ROBALO","CAPTURA",165258,150238,4694277
2013,31,"YUCATAN","RONCO","CAPTURA",33053,32258,232887
2013,31,"YUCATAN","RUBIA Y VILLAJAIBA","CAPTURA",1399793,1281266,32961407
2013,31,"YUCATAN","RUBIO","CAPTURA",1037849,955500,17335486
2013,31,"YUCATAN","SIERRA","CAPTURA",59930,55831,1233263
2013,31,"YUCATAN","TIBURON","CAPTURA",111371,108999,1982645
2013,31,"YUCATAN","TILAPIA","ACUACULTURA",126540,126540,4188868
2013,32,"ZACATECAS","BAGRE","ACUACULTURA",94848,94848,4742351
2013,32,"ZACATECAS","CARPA","ACUACULTURA",238161,238111,4762200
2013,32,"ZACATECAS","LOBINA","ACUACULTURA",37378,37378,1495159
2013,32,"ZACATECAS","MOJARRA","ACUACULTURA",3272,3272,98165
2013,32,"ZACATECAS","TILAPIA","ACUACULTURA",1420160,1419896,54199621
2014,1,"AGUASCALIENTES","BAGRE","ACUACULTURA",5982,5982,182150.145037
2014,1,"AGUASCALIENTES","CARPA","ACUACULTURA",16697,16697,283057.14538
2014,1,"AGUASCALIENTES","LOBINA","ACUACULTURA",9956,9956,295201.46144
2014,1,"AGUASCALIENTES","OTRAS","CAPTURA",300,300,6459
2014,1,"AGUASCALIENTES","TILAPIA","ACUACULTURA",165477.9,157705,3105154.25577
2014,2,"BAJA CALIFORNIA","ABULON","ACUACULTURA",22019.4999983,22019.4999983,4446845.085921
2014,2,"BAJA CALIFORNIA","ABULON","CAPTURA",106050.259795856,77008.656601856,25123266.8994037
2014,2,"BAJA CALIFORNIA","ALGAS","ACUACULTURA",5760,5760,4608
2014,2,"BAJA CALIFORNIA","ALGAS","CAPTURA",4015465.2999344,1088946.2999854,7366784.888664
2014,2,"BAJA CALIFORNIA","ALMEJA","ACUACULTURA",16413.5000002,16413.5000002,619226.10346
2014,2,"BAJA CALIFORNIA","ALMEJA","CAPTURA",3278524.79982781,3194524.79986781,43444558.8951567
2014,2,"BAJA CALIFORNIA","ANCHOVETA","CAPTURA",617205.96,538830.6,585181.88241
2014,2,"BAJA CALIFORNIA","ATUN","ACUACULTURA",8310412.107842,7606377.907812,726512081.7393
2014,2,"BAJA CALIFORNIA","ATUN","CAPTURA",6824926.89050011,6824484.79050011,70557452.3094557
2014,2,"BAJA CALIFORNIA","BAGRE","CAPTURA",7520.5608,7504.5608,96399.781622
2014,2,"BAJA CALIFORNIA","BAQUETA","CAPTURA",66788.9724647,66079.8724647,2125690.0646586
2014,2,"BAJA CALIFORNIA","BARRILETE","CAPTURA",90294.1,90294.1,675502.02585
2014,2,"BAJA CALIFORNIA","BERRUGATA","CAPTURA",3256129.85537642,3254476.25537642,33302047.6330088
2014,2,"BAJA CALIFORNIA","BONITO","CAPTURA",24646.22137631,24637.72137631,174389.4882859
2014,2,"BAJA CALIFORNIA","CABRILLA","CAPTURA",249174.12352333,242218.82352403,1840674.7548502
2014,2,"BAJA CALIFORNIA","CALAMAR","CAPTURA",3061098.8729616,2977709.022959,11852694.0078524
2014,2,"BAJA CALIFORNIA","CAMARON","ACUACULTURA",320868.499996,265827.499996,15622764.56937
2014,2,"BAJA CALIFORNIA","CAMARON","CAPTURA",874386.9639277,601696.5399227,41760467.02033
2014,2,"BAJA CALIFORNIA","CARACOL","CAPTURA",161805.96479122,87249.96479265,1709331.5929103
2014,2,"BAJA CALIFORNIA","CARPA","CAPTURA",16722.2232,16722.2232,112844.23474078
2014,2,"BAJA CALIFORNIA","CAZON","CAPTURA",171806.617601547,150878.417601547,2575381.01706947
2014,2,"BAJA CALIFORNIA","CINTILLA","CAPTURA",643.6,643.6,6211.21786
2014,2,"BAJA CALIFORNIA","CORVINA","ACUACULTURA",18961.8909994,17464.1909994,1213551.68963
2014,2,"BAJA CALIFORNIA","CORVINA","CAPTURA",3103616.79067654,2997704.83967654,42474882.5819361
2014,2,"BAJA CALIFORNIA","ERIZO","CAPTURA",3666729.8922982,3661989.8922982,154443251.957541
2014,2,"BAJA CALIFORNIA","FAUNA","CAPTURA",13017.3048,13017.3048,112867.525248
2014,2,"BAJA CALIFORNIA","GUACHINANGO","CAPTURA",1157.912,1157.912,47432.259669
2014,2,"BAJA CALIFORNIA","JAIBA","CAPTURA",16911.3811385,16506.3811388,205699.554414
2014,2,"BAJA CALIFORNIA","JUREL","ACUACULTURA",1113.5,1014,9762.26
2014,2,"BAJA CALIFORNIA","JUREL","CAPTURA",380405.497861547,379845.247861547,3306992.64376736
2014,2,"BAJA CALIFORNIA","LANGOSTA","CAPTURA",1036853.21869423,1030193.58069423,148723630.931562
2014,2,"BAJA CALIFORNIA","LENGUADO","CAPTURA",466557.78319312,451567.58319411,8428280.9674828
2014,2,"BAJA CALIFORNIA","LISA","CAPTURA",91704.5624004,91677.0624004,792962.931739
2014,2,"BAJA CALIFORNIA","LOBINA","ACUACULTURA",12129.0800005,11570.2800004,357993.222616
2014,2,"BAJA CALIFORNIA","LOBINA","CAPTURA",12376.0959999,12376.0959999,278342.121827
2014,2,"BAJA CALIFORNIA","MACARELA","CAPTURA",974517.5,974517.5,1383893.5845
2014,2,"BAJA CALIFORNIA","MERO Y SIMILARES","CAPTURA",48300.78832205,45957.60832203,1465678.7010718
2014,2,"BAJA CALIFORNIA","MOJARRA","CAPTURA",130319.57256394,125801.07256394,1821306.0994166
2014,2,"BAJA CALIFORNIA","OSTION","ACUACULTURA",2157248.7,2157248.7,11293039.663155
2014,2,"BAJA CALIFORNIA","OTRAS","ACUACULTURA",484973.117013,484973.117013,14561092.5224
2014,2,"BAJA CALIFORNIA","OTRAS","CAPTURA",4820187.25835929,4785205.57938381,57982562.6897685
2014,2,"BAJA CALIFORNIA","PAMPANO","CAPTURA",10816.93920072,10816.93920072,147997.7017004
2014,2,"BAJA CALIFORNIA","PARGO","CAPTURA",2269.92349913,2254.32349913,70772.9946416
2014,2,"BAJA CALIFORNIA","PECES DE ORNATO","ACUACULTURA",150.34,150.34,98919.4994
2014,2,"BAJA CALIFORNIA","PECES DE ORNATO","CAPTURA",494.07057807,494.07057807,366546.02115
2014,2,"BAJA CALIFORNIA","PEPINO DE MAR","CAPTURA",109673.18804731,109673.18804731,2262606.9646952
2014,2,"BAJA CALIFORNIA","PIERNA","CAPTURA",7896.14399939,7891.44399939,80943.4827525
2014,2,"BAJA CALIFORNIA","PULPO","CAPTURA",133454.05164992,125921.04164992,3793280.542853
2014,2,"BAJA CALIFORNIA","RAYA Y SIMILARES","CAPTURA",296916.192760517,217345.817760197,2329843.54370052
2014,2,"BAJA CALIFORNIA","RONCO","CAPTURA",3041.22039995,2938.87039995,27723.3237612
2014,2,"BAJA CALIFORNIA","SARDINA","CAPTURA",102448135.664,90396015.024,88691608.21745
2014,2,"BAJA CALIFORNIA","SARGAZO","CAPTURA",2619060.25998,1609164.799983,4293977.59498
2014,2,"BAJA CALIFORNIA","SIERRA","CAPTURA",1643357.9936,1643357.9936,24516809.58635
2014,2,"BAJA CALIFORNIA","TIBURON","CAPTURA",3442806.17836975,3037330.74837308,46073591.8858548
2014,2,"BAJA CALIFORNIA","TILAPIA","ACUACULTURA",6800,6800,141294
2014,2,"BAJA CALIFORNIA","TILAPIA","CAPTURA",9642.970889,9009.170889,130573.41266
2014,2,"BAJA CALIFORNIA","TRUCHA","ACUACULTURA",136.4,136.4,8078.3171796
2014,3,"BAJA CALIFORNIA SUR","ABULON","CAPTURA",312135.8199811,258478.5999824,78252997.77321
2014,3,"BAJA CALIFORNIA SUR","ALGAS","CAPTURA",1814145.60006,504257.599992,3450338.58239
2014,3,"BAJA CALIFORNIA SUR","ALMEJA","ACUACULTURA",120,120,4800
2014,3,"BAJA CALIFORNIA SUR","ALMEJA","CAPTURA",14130591.600306,13510409.600316,120127984.51278
2014,3,"BAJA CALIFORNIA SUR","ATUN","CAPTURA",1519826.60001496,1516505.10001496,15608529.5660582
2014,3,"BAJA CALIFORNIA SUR","BAGRE","ACUACULTURA",675,675,34769.25
2014,3,"BAJA CALIFORNIA SUR","BANDERA","CAPTURA",9197.4,8993.4,82932.512
2014,3,"BAJA CALIFORNIA SUR","BAQUETA","CAPTURA",106222.768683092,101912.784683542,2903614.7557971
2014,3,"BAJA CALIFORNIA SUR","BARRILETE","CAPTURA",209012.60000853,209012.60000853,1604941.9118776
2014,3,"BAJA CALIFORNIA SUR","BERRUGATA","CAPTURA",523752.09000011,504275.95499811,4518261.99060693
2014,3,"BAJA CALIFORNIA SUR","BONITO","CAPTURA",79799.099997966,79747.799998006,598671.76699054
2014,3,"BAJA CALIFORNIA SUR","CABRILLA","CAPTURA",5457484.98198252,5203528.66898653,37785985.6396117
2014,3,"BAJA CALIFORNIA SUR","CALAMAR","CAPTURA",25722586.300232,25702111.800232,102444686.074778
2014,3,"BAJA CALIFORNIA SUR","CAMARON","ACUACULTURA",7062008.9999489,7062008.9999489,446074939.57107
2014,3,"BAJA CALIFORNIA SUR","CAMARON","CAPTURA",3342501.000044,2380999.5000866,156666487.49172
2014,3,"BAJA CALIFORNIA SUR","CARACOL","ACUACULTURA",14975,14975,374375
2014,3,"BAJA CALIFORNIA SUR","CARACOL","CAPTURA",1648142.376021,628376.376006,11948189.45856
2014,3,"BAJA CALIFORNIA SUR","CAZON","CAPTURA",900124.3449165,894949.5449165,14930037.6957291
2014,3,"BAJA CALIFORNIA SUR","CORVINA","ACUACULTURA",3794,3794,178170
2014,3,"BAJA CALIFORNIA SUR","CORVINA","CAPTURA",1308910.89603352,1240866.43303382,20376357.5717025
2014,3,"BAJA CALIFORNIA SUR","FAUNA","CAPTURA",2719.9,2305,21194.89
2014,3,"BAJA CALIFORNIA SUR","GUACHINANGO","CAPTURA",1385057.89995766,1382347.19995766,58832145.3789643
2014,3,"BAJA CALIFORNIA SUR","JAIBA","CAPTURA",822552.7830017,807447.7830017,10429004.87361
2014,3,"BAJA CALIFORNIA SUR","JUREL","ACUACULTURA",47515,47435,440805.65
2014,3,"BAJA CALIFORNIA SUR","JUREL","CAPTURA",3469156.02002526,3461777.92002526,29056401.1352823
2014,3,"BAJA CALIFORNIA SUR","LANGOSTA","CAPTURA",2067559.95061938,2064281.76791938,302669383.919248
2014,3,"BAJA CALIFORNIA SUR","LENGUADO","CAPTURA",1253935.32703217,1185718.40901517,21655433.4695424
2014,3,"BAJA CALIFORNIA SUR","LISA","CAPTURA",1041908.90900224,1041813.40900224,8888653.214219
2014,3,"BAJA CALIFORNIA SUR","MACARELA","CAPTURA",1281940.2400342,1240042.0000342,1813142.03551151
2014,3,"BAJA CALIFORNIA SUR","MERO Y SIMILARES","CAPTURA",344583.91799175,320845.855991237,10365314.3752663
2014,3,"BAJA CALIFORNIA SUR","MOJARRA","CAPTURA",561514.33314352,561118.13314352,7968694.28657176
2014,3,"BAJA CALIFORNIA SUR","OSTION","ACUACULTURA",1150044.0000176,1150044.0000176,6370010.5643487
2014,3,"BAJA CALIFORNIA SUR","OSTION","CAPTURA",60653.4999968,60653.4999968,503884.233554
2014,3,"BAJA CALIFORNIA SUR","OTRAS","ACUACULTURA",4486,4486,248501.68368
2014,3,"BAJA CALIFORNIA SUR","OTRAS","CAPTURA",6780218.61447713,6001422.38695775,67084716.5751759
2014,3,"BAJA CALIFORNIA SUR","PAMPANO","CAPTURA",239109.750003723,236699.150003713,3718428.6338921
2014,3,"BAJA CALIFORNIA SUR","PARGO","CAPTURA",725591.779576995,690910.929580375,21472906.9062062
2014,3,"BAJA CALIFORNIA SUR","PEPINO DE MAR","CAPTURA",118465.2,118465.2,3481665.64152
2014,3,"BAJA CALIFORNIA SUR","PIERNA","CAPTURA",2115010.35002886,2005616.64999886,20391216.2213642
2014,3,"BAJA CALIFORNIA SUR","PULPO","CAPTURA",526352.09999612,496927.04999612,14251473.792534
2014,3,"BAJA CALIFORNIA SUR","RAYA Y SIMILARES","CAPTURA",1594982.54999867,1531325.27999777,15666516.8677043
2014,3,"BAJA CALIFORNIA SUR","ROBALO","CAPTURA",17346.39999921,16545.34999922,722330.5515415
2014,3,"BAJA CALIFORNIA SUR","RONCO","CAPTURA",476373.600004309,459522.100005009,4125912.66199832
2014,3,"BAJA CALIFORNIA SUR","SARDINA","CAPTURA",94702663.3663064,83903756.0032564,90408449.4610077
2014,3,"BAJA CALIFORNIA SUR","SARGAZO","CAPTURA",33110,30100,84612.22757
2014,3,"BAJA CALIFORNIA SUR","SIERRA","CAPTURA",528577.15000701,528495.95000701,7734268.8218011
2014,3,"BAJA CALIFORNIA SUR","TIBURON","CAPTURA",3318151.27001069,3238885.77000755,45853254.6468461
2014,3,"BAJA CALIFORNIA SUR","TILAPIA","CAPTURA",47.9668687,47.9668687,732.9337538
2014,4,"CAMPECHE","ALGAS","CAPTURA",700,700,6181
2014,4,"CAMPECHE","ANCHOVETA","CAPTURA",70465.824,70465.824,93521.84428
2014,4,"CAMPECHE","BAGRE","CAPTURA",19958.75,19463.75,227893.69381
2014,4,"CAMPECHE","BANDERA","CAPTURA",1357636.215,1338832.015,12480676.286255
2014,4,"CAMPECHE","BERRUGATA","CAPTURA",108735.774,108735.774,934010.307466
2014,4,"CAMPECHE","BESUGO","CAPTURA",27107.61,26029.61,529704.7721787
2014,4,"CAMPECHE","BONITO","CAPTURA",996669,995979.5,6673778.45378
2014,4,"CAMPECHE","CABRILLA","CAPTURA",29106.3,29106.3,225332.582309
2014,4,"CAMPECHE","CALAMAR","CAPTURA",1447.8,1447.8,9045.9152824
2014,4,"CAMPECHE","CAMARON","ACUACULTURA",466521.45,466521.45,25084731.768
2014,4,"CAMPECHE","CAMARON","CAPTURA",6379636.65,4985414.25,315544997.584332
2014,4,"CAMPECHE","CARACOL","CAPTURA",3384900.005,880457.005,19213238.88149
2014,4,"CAMPECHE","CARPA","CAPTURA",22459.9,21863.9,152943.3857879
2014,4,"CAMPECHE","CAZON","CAPTURA",344989.232214,337874.632214,5530935.6766661
2014,4,"CAMPECHE","CHARAL","CAPTURA",931394.788,931394.788,4540614.5862
2014,4,"CAMPECHE","CINTILLA","CAPTURA",35283.31,35283.31,306129.5468803
2014,4,"CAMPECHE","CORVINA","ACUACULTURA",192325,192325,10892944.05
2014,4,"CAMPECHE","CORVINA","CAPTURA",1204851.3,1165567.1,20054977.62367
2014,4,"CAMPECHE","ESMEDREGAL","CAPTURA",42363.231,41787.731,1016421.6683047
2014,4,"CAMPECHE","FAUNA","CAPTURA",551536.5177,534974.8977,4276464.389963
2014,4,"CAMPECHE","GUACHINANGO","CAPTURA",656504.871576,645392.771576,27364635.100898
2014,4,"CAMPECHE","JAIBA","CAPTURA",3862195.5094,3829129.5094,46095631.8928002
2014,4,"CAMPECHE","JUREL","CAPTURA",8854468.48,8851955.08,68777636.455274
2014,4,"CAMPECHE","LANGOSTINO","CAPTURA",12018.19,12018.19,616858.054042
2014,4,"CAMPECHE","LEBRANCHA","CAPTURA",132910.464982,132910.464982,1059241.357477
2014,4,"CAMPECHE","LISA","CAPTURA",205775.01,205657.31,1740910.8040541
2014,4,"CAMPECHE","MERO Y SIMILARES","CAPTURA",150046.02,146685.47,4849029.7194483
2014,4,"CAMPECHE","MOJARRA","CAPTURA",83289.72,82650.62,1199089.4205518
2014,4,"CAMPECHE","OSTION","ACUACULTURA",122148.45,122148.45,497815.0635
2014,4,"CAMPECHE","OTRAS","ACUACULTURA",1161,1161,50807.94
2014,4,"CAMPECHE","OTRAS","CAPTURA",2490306.078,2474465.978,30366645.9575739
2014,4,"CAMPECHE","PAMPANO","CAPTURA",81705.06,81286.66,1443293.2375355
2014,4,"CAMPECHE","PARGO","CAPTURA",629745.22,623011.62,19568214.99136
2014,4,"CAMPECHE","PETO","CAPTURA",472210.316,471855.016,9835140.3112311
2014,4,"CAMPECHE","PULPO","CAPTURA",8434046.7,8335902.5,240726738.7038
2014,4,"CAMPECHE","RAYA Y SIMILARES","CAPTURA",931001.55,879452.05,8849700.8815411
2014,4,"CAMPECHE","ROBALO","CAPTURA",2024565.5244,1949695.3024,89963040.399864
2014,4,"CAMPECHE","RONCO","CAPTURA",2414.3,2390.8,21640.4192712
2014,4,"CAMPECHE","RUBIA Y VILLAJAIBA","CAPTURA",36835.71,36661.01,929304.277053
2014,4,"CAMPECHE","RUBIO","CAPTURA",913567.71,912396.21,12792356.4550092
2014,4,"CAMPECHE","SARDINA","CAPTURA",2241.75,2045.75,1801.94238
2014,4,"CAMPECHE","SIERRA","CAPTURA",3917636.808,3916735.008,59066647.1370817
2014,4,"CAMPECHE","TIBURON","CAPTURA",290778.0062,286751.9062,4361217.238414
2014,4,"CAMPECHE","TILAPIA","ACUACULTURA",1189877.44,1182733.34,22798269.668075
2014,4,"CAMPECHE","TRUCHA","CAPTURA",288.8,288.8,4305.324
2014,5,"COAHUILA","BAGRE","ACUACULTURA",22442.2,20402,621208.62548
2014,5,"COAHUILA","BAGRE","CAPTURA",304680.445,300314.95,3691063.06609
2014,5,"COAHUILA","BESUGO","ACUACULTURA",20142.1,18311,479094.52
2014,5,"COAHUILA","BESUGO","CAPTURA",68872.26,67011,1399667.95783
2014,5,"COAHUILA","CARPA","ACUACULTURA",36783.9,33192,570540.66262
2014,5,"COAHUILA","CARPA","CAPTURA",990734.237,957197.29,5547369.7002
2014,5,"COAHUILA","LOBINA","CAPTURA",29239,29239,460615.31
2014,5,"COAHUILA","OTRAS","ACUACULTURA",3881.9,3529,108756.23
2014,5,"COAHUILA","OTRAS","CAPTURA",172709.83,169521.1,1675453.805352
2014,5,"COAHUILA","TILAPIA","ACUACULTURA",1871.1,1701,34487.44
2014,5,"COAHUILA","TILAPIA","CAPTURA",216129.12,214793.2,3159960.61084
2014,6,"COLIMA","ATUN","CAPTURA",24819303.4009121,24818266.3109121,236709184.727182
2014,6,"COLIMA","BAGRE","ACUACULTURA",5000,5000,140700
2014,6,"COLIMA","BAGRE","CAPTURA",1489,1489,17992.083337
2014,6,"COLIMA","BANDERA","CAPTURA",139321.4699971,139257.5699971,1324236.4370029
2014,6,"COLIMA","BAQUETA","CAPTURA",4037.252,4037.252,130524.3572
2014,6,"COLIMA","BARRILETE","CAPTURA",2736974.571948,2736974.571948,20570293.05738
2014,6,"COLIMA","BERRUGATA","CAPTURA",70426.37600054,70403.37600054,692161.9644498
2014,6,"COLIMA","BONITO","CAPTURA",40699.875,40699.875,269527.5791
2014,6,"COLIMA","CABRILLA","CAPTURA",3750.32,3750.32,29322.812638
2014,6,"COLIMA","CALAMAR","CAPTURA",1360,1360,6936
2014,6,"COLIMA","CAMARON","ACUACULTURA",1886789.7584852,1864804.4085252,116105291.951072
2014,6,"COLIMA","CAMARON","CAPTURA",5567.10000082,4397.10000032,298799.336201
2014,6,"COLIMA","CARPA","CAPTURA",3701.7,3701.7,23404.8273839
2014,6,"COLIMA","CAZON","CAPTURA",29728.1750802,29009.9750802,488942.41778
2014,6,"COLIMA","CINTILLA","CAPTURA",6065.2000009,6065.2000009,57268.957199
2014,6,"COLIMA","CORVINA","CAPTURA",118427.2100083,117780.4600083,1981288.529194
2014,6,"COLIMA","ESMEDREGAL","CAPTURA",38666.048001,37819.548001,927707.83882
2014,6,"COLIMA","GUACHINANGO","CAPTURA",488439.200004,474826.100001,20395294.08275
2014,6,"COLIMA","JAIBA","CAPTURA",79170.799998,78480.799998,983454.58809
2014,6,"COLIMA","JUREL","CAPTURA",1703216.0990755,1701621.5990755,13114162.7291
2014,6,"COLIMA","LANGOSTINO","CAPTURA",71600.31999798,71581.31999798,3606388.204895
2014,6,"COLIMA","LEBRANCHA","CAPTURA",77845.900002,77536.800002,651090.83677
2014,6,"COLIMA","LENGUADO","CAPTURA",1880.35,1802.1,31934.943737
2014,6,"COLIMA","LISA","CAPTURA",97072.9199999,97072.9199999,853142.562685
2014,6,"COLIMA","LOBINA","CAPTURA",494.1,494.1,7579.556388
2014,6,"COLIMA","MERO Y SIMILARES","CAPTURA",2721.7799995,2673.9799995,88301.378326
2014,6,"COLIMA","MOJARRA","CAPTURA",265843.3487238,263658.0987238,3918258.5056
2014,6,"COLIMA","OTRAS","ACUACULTURA",600,600,27000
2014,6,"COLIMA","OTRAS","CAPTURA",801482.775,784964.35,9508072.3730785
2014,6,"COLIMA","PAMPANO","CAPTURA",17179.3799996,17179.3799996,272739.2945253
2014,6,"COLIMA","PARGO","CAPTURA",380603.30099362,369782.15099362,11792816.216419
2014,6,"COLIMA","PULPO","CAPTURA",9423.9599996,9423.9599996,298232.792261
